,Unnamed: 0,CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change,No_of_Reassignments_sum,Handle_Time_hrs_sum
30305,7953,SBA000276,application,Server Based Application,WBS000242,IM0008113,Closed,2,2,2.0,0.926665126,incident,KM0000441,closed,0.0,25-10-2023 09:28,,,25-10-2023 10:33,"1,08,08,33,333",No error - works as designed,1.0,SD0021724,,1.0,C00000874,0,383
30348,2265,SBA000284,application,Server Based Application,WBS000077,IM0002377,Closed,3,3,3.0,0.445497518,incident,KM0000232,closed,0.0,3/10/2023 11:29,,4/10/2023 9:33,4/10/2023 9:33,"5,76,22,22,222",Software,1.0,SD0004634,,1.0,C00002178,0,347
30629,6626,STA000026,application,Standard Application,WBS000284,IM0006777,Closed,NS,3,,0.958696378,incident,KM0000036,closed,0.0,20-10-2023 16:25,,20-10-2023 17:37,20-10-2023 17:37,0,Other,1.0,SD0017387,,1.0,C00001137,0,0
30647,237,STA000033,application,Standard Application,WBS000066,IM0000299,Closed,NS,3,,0.110482503,incident,KM0000575,closed,0.0,19-08-2023 10:09,,18-11-2023 09:19,18-11-2023 09:19,"6,04,43,38,889",Software,1.0,SD0000456,,1.0,C00006478,0,980
30648,287,STA000033,application,Standard Application,WBS000066,IM0000354,Closed,4,4,4.0,0.379519325,incident,KM0000575,closed,2.0,30-08-2023 08:54,,18-11-2023 09:10,18-11-2023 09:10,"5,88,26,77,778",Software,1.0,SD0000545,1.0,1.0,C00006478,0,974
30663,136,STA000033,application,Standard Application,WBS000066,IM0000186,Closed,5,5,5.0,0.187710003,incident,KM0000575,closed,2.0,8/7/2023 9:42,,18-11-2023 09:12,18-11-2023 09:13,"57,08,625",Software,1.0,SD0000216,,1.0,C00006478,0,690
30666,134,STA000033,application,Standard Application,WBS000066,IM0000184,Closed,4,4,4.0,0.877300897,incident,KM0000575,closed,2.0,5/7/2023 13:35,,18-11-2023 09:22,18-11-2023 09:24,"0,2175",Operator error,1.0,SD0000214,1.0,2.0,#MULTIVALUE,0,2175
30667,119,STA000033,application,Standard Application,WBS000066,IM0000168,Closed,5,5,5.0,0.875886097,incident,KM0000575,closed,2.0,26-06-2023 12:09,,18-11-2023 09:14,18-11-2023 09:15,"5,23,78,69,444",Software,1.0,SD0000195,2.0,1.0,C00006478,0,619
30696,4808,SWT000287,networkcomponents,Switch,WBS000207,IM0004938,Closed,NS,3,,0.623240088,incident,KM0000036,closed,2.0,13-10-2023 05:27,,13-10-2023 19:06,13-10-2023 19:06,0,Hardware,1.0,SD0012212,,1.0,C00000596,0,0
30733,32471,SSW000068,software,System Software,WBS000089,IM0032765,Closed,3,3,3.0,0.953229188,incident,KM0001339,closed,0.0,30-01-2024 15:20,,30-01-2024 16:32,30-01-2024 16:32,"1,19,77,77,778",Software,3.0,#MULTIVALUE,,1.0,C00012714,0,952
30790,32506,SSW000068,software,System Software,WBS000089,IM0032800,Closed,4,4,4.0,0.954482484,incident,KM0001339,closed,0.0,30-01-2024 15:26,,30-01-2024 17:04,30-01-2024 17:05,"1,63,86,11,111",Software,1.0,SD0099485,,1.0,C00012714,0,272
30810,32543,SSW000068,software,System Software,WBS000089,IM0032838,Closed,4,4,4.0,0.21561308,incident,KM0001339,closed,0.0,30-01-2024 15:28,,30-01-2024 16:42,30-01-2024 16:43,"1,23,91,66,667",Software,1.0,SD0099411,,1.0,C00012714,0,848
30811,32505,SSW000068,software,System Software,WBS000089,IM0032799,Closed,4,3,3.0,0.336181163,incident,KM0000192,closed,0.0,30-01-2024 15:21,,30-01-2024 17:47,30-01-2024 17:47,"2,43,52,77,778",Software,1.0,SD0099480,,1.0,C00012714,0,952
30851,32547,SSW000068,software,System Software,WBS000089,IM0032842,Closed,4,4,4.0,0.238017112,incident,KM0001339,closed,0.0,30-01-2024 15:47,,30-01-2024 16:58,30-01-2024 17:00,"1,21,02,77,778",Software,1.0,SD0099422,,1.0,C00012714,0,879
30872,32510,SSW000068,software,System Software,WBS000089,IM0032804,Closed,4,4,4.0,0.558247816,incident,KM0001339,closed,0.0,30-01-2024 15:42,,30-01-2024 17:10,30-01-2024 17:10,"1,47,52,77,778",Software,1.0,SD0099489,,1.0,C00012714,0,955
30876,32481,SSW000068,software,System Software,WBS000089,IM0032775,Closed,4,4,4.0,0.769091593,incident,KM0001339,closed,0.0,30-01-2024 15:43,,30-01-2024 17:52,30-01-2024 17:52,"2,14,36,11,111",Hardware,1.0,SD0099613,,1.0,C00012714,0,174
30881,2023,SSW000384,software,System Software,WBS000201,IM0002133,Closed,3,3,3.0,0.177930299,incident,KM0000895,closed,0.0,2/10/2023 22:20,,3/10/2023 8:27,3/10/2023 8:27,"0,956666667",Operator error,1.0,SD0003953,,1.0,C00001667,0,956666667
30892,32484,SSW000068,software,System Software,WBS000089,IM0032778,Closed,4,4,4.0,0.829364033,incident,KM0001339,closed,0.0,30-01-2024 15:53,,30-01-2024 17:42,30-01-2024 17:42,"1,82,08,33,333",Software,1.0,SD0099629,,1.0,C00012714,0,457
30897,32482,SSW000068,software,System Software,WBS000089,IM0032776,Closed,4,4,4.0,0.255543162,incident,KM0001339,closed,0.0,30-01-2024 15:50,,30-01-2024 18:19,30-01-2024 18:19,"2,16,08,33,333",Hardware,1.0,SD0099626,,1.0,C00012714,0,392
30906,5514,SSW000377,software,System Software,WBS000257,IM0005655,Closed,3,3,3.0,0.804309895,incident,KM0001001,closed,0.0,15-10-2023 17:31,,17-10-2023 08:15,17-10-2023 08:16,"1,17,41,66,667",Software,1.0,SD0014428,,1.0,C00001062,0,792
30918,32997,SSW000169,software,System Software,WBS000172,IM0033295,Closed,3,3,3.0,0.110821356,incident,KM0000380,closed,0.0,3/2/2024 9:48,,5/2/2024 13:12,5/2/2024 13:12,"2,91,83,33,333",Software,1.0,SD0101017,,1.0,C00013379,0,542
30965,32439,SSW000068,software,System Software,WBS000089,IM0032733,Closed,4,4,4.0,0.881996164,incident,KM0001339,closed,0.0,30-01-2024 15:36,,30-01-2024 17:32,30-01-2024 17:32,"1,93,44,44,444",Software,2.0,#MULTIVALUE,,1.0,C00012714,0,626
30979,44497,UIX000107,computer,Unix Server,WBS000206,IM0044901,Closed,NS,3,,0.813425015,incident,KM0000533,closed,0.0,20-03-2024 11:02,,,28-03-2024 14:15,"3,57,44,44,444",Software,1.0,SD0138764,,1.0,C00018471,0,592
31042,23711,SUB000508,subapplication,Web Based Application,WBS000162,IM0023961,Closed,4,4,4.0,0.481131809,incident,KM0000553,closed,2.0,24-12-2023 14:14,,3/1/2024 12:54,3/1/2024 12:55,"5,11,86,38,889",Software,1.0,SD0071552,,1.0,C00005261,0,1029
31073,32379,SUB000508,subapplication,Web Based Application,WBS000162,IM0032673,Closed,4,4,4.0,0.793903593,incident,KM0000553,closed,2.0,30-01-2024 11:54,,5/2/2024 8:37,5/2/2024 8:37,"3,87,18,33,333",Other,1.0,SD0098997,,1.0,C00013064,0,474
31182,29671,SUB000508,subapplication,Web Based Application,WBS000162,IM0029954,Closed,4,4,4.0,0.088549373,incident,KM0000553,closed,4.0,21-01-2024 16:36,,24-01-2024 09:54,24-01-2024 09:54,"24,81",Software,1.0,SD0090646,1.0,1.0,C00009966,0,105
31185,32386,SUB000508,subapplication,Web Based Application,WBS000162,IM0032680,Closed,4,4,4.0,0.569965896,incident,KM0000553,closed,0.0,30-01-2024 12:26,,4/2/2024 8:37,4/2/2024 8:37,"2,76,86,94,444",Software,1.0,SD0099018,,1.0,C00005261,0,702
31207,14138,SUB000508,subapplication,Web Based Application,WBS000162,IM0014337,Closed,2,2,2.0,0.077597738,incident,KM0000553,closed,0.0,18-11-2023 12:33,,18-11-2023 12:37,18-11-2023 12:37,"0,07",Operator error,1.0,SD0040814,,1.0,C00000050,0,7
31215,24908,SUB000508,subapplication,Web Based Application,WBS000162,IM0025169,Closed,4,4,4.0,0.556226059,incident,KM0000553,closed,4.0,2/1/2024 15:12,,31-01-2024 14:16,31-01-2024 14:16,"3,15,69,44,444",Software,1.0,SD0074989,,1.0,C00010314,0,575
31221,13943,SUB000508,subapplication,Web Based Application,WBS000162,IM0014141,Closed,3,3,3.0,0.698870905,incident,KM0001748,closed,0.0,17-11-2023 23:24,,18-11-2023 11:12,18-11-2023 11:12,"3,71,41,66,667",Other,1.0,SD0040258,,1.0,C00000122,0,848
31264,33716,SUB000508,subapplication,Web Based Application,WBS000162,IM0034018,Closed,5,5,5.0,0.779253355,incident,KM0000553,closed,1.0,4/2/2024 15:43,,10/2/2024 9:44,10/2/2024 10:15,"3,65,33,88,889",Software,1.0,SD0103406,,1.0,C00013740,0,1078
31268,25598,SUB000508,subapplication,Web Based Application,WBS000162,IM0025863,Closed,4,4,4.0,0.818581452,incident,KM0000553,closed,0.0,6/1/2024 14:08,7/1/2024 15:26,8/1/2024 16:14,8/1/2024 16:14,"1,55,16,66,667",Data,2.0,#MULTIVALUE,,1.0,C00010749,0,805
31275,11745,SUB000508,subapplication,Web Based Application,WBS000162,IM0011926,Closed,4,4,4.0,0.977821561,incident,KM0000553,closed,10.0,7/11/2023 14:52,,9/1/2024 12:54,9/1/2024 12:54,"4,39,03,38,889",Software,1.0,SD0033235,,1.0,C00007055,0,973
31455,14756,SUB000456,subapplication,Web Based Application,WBS000073,IM0014957,Closed,4,4,4.0,0.239825015,incident,KM0000741,closed,0.0,19-11-2023 13:52,,,22-11-2023 13:27,"3,10,98,61,111",Software,1.0,SD0042521,,1.0,C00007015,0,283
31456,14757,SUB000456,subapplication,Web Based Application,WBS000073,IM0014958,Closed,4,4,4.0,0.891413953,incident,KM0000741,closed,3.0,19-11-2023 13:52,2/12/2023 10:14,11/12/2023 14:52,11/12/2023 14:52,"1,00,35,41,667",Software,2.0,#MULTIVALUE,,1.0,C00007015,0,744
31603,3566,SUB000508,subapplication,Web Based Application,WBS000162,IM0003688,Closed,4,4,4.0,0.613298472,incident,KM0000553,closed,4.0,8/10/2023 13:44,,27-03-2024 14:16,27-03-2024 14:16,"1,25,00,33,056",Software,1.0,SD0008346,,1.0,C00014458,0,115
31626,43,SUB000508,subapplication,Web Based Application,WBS000162,IM0000074,Closed,3,3,3.0,0.695187047,incident,KM0000553,closed,15.0,26-03-2023 12:23,24-03-2024 12:35,24-03-2024 13:28,24-03-2024 13:28,"1,56,41,90,278",Other,2.0,#MULTIVALUE,1.0,1.0,C00000308,0,466
31637,18958,SUB000505,subapplication,Web Based Application,WBS000162,IM0019183,Closed,NS,3,,0.421491242,incident,KM0001891,closed,1.0,4/12/2023 14:40,,6/12/2023 12:41,6/12/2023 12:44,"1,90,675",Software,1.0,SD0055700,,1.0,C00007161,0,766
31749,37654,SUB000508,subapplication,Web Based Application,WBS000162,IM0037969,Closed,3,3,3.0,0.904241609,incident,KM0000553,closed,1.0,19-02-2024 12:02,,19-02-2024 12:53,19-02-2024 12:53,"0,850833333",Software,1.0,SD0116019,,1.0,C00014296,0,850833333
31755,403,SUB000508,subapplication,Web Based Application,WBS000162,IM0000479,Closed,NS,3,,0.709595885,incident,KM0000553,closed,13.0,12/9/2023 11:14,,25-03-2024 12:52,25-03-2024 12:52,"7,72,98,61,111",Other,1.0,SD0000682,1.0,2.0,#MULTIVALUE,0,349
31757,37496,SUB000508,subapplication,Web Based Application,WBS000162,IM0037811,Closed,2,2,2.0,0.443851317,incident,KM0000553,closed,4.0,18-02-2024 14:49,,19-02-2024 11:50,19-02-2024 11:50,"2,10,29,16,667",Software,1.0,SD0115241,,2.0,#MULTIVALUE,0,724
31859,45974,SUB000508,subapplication,Web Based Application,WBS000162,IM0046410,Closed,4,4,4.0,0.174987269,incident,KM0000553,closed,0.0,27-03-2024 09:57,,27-03-2024 12:58,27-03-2024 12:58,"3,01,69,44,444",Other,1.0,SD0144243,,1.0,C00017321,0,561
31877,21063,SUB000479,subapplication,Web Based Application,WBS000015,IM0021296,Closed,4,4,4.0,0.030698169,incident,KM0000453,closed,0.0,12/12/2023 14:18,,12/12/2023 22:03,12/12/2023 22:03,"3,69,58,33,333",Software,1.0,SD0062639,,1.0,C00009165,0,496
31978,20865,SUB000479,subapplication,Web Based Application,WBS000015,IM0021098,Closed,4,4,4.0,0.983955001,incident,KM0000453,closed,0.0,12/12/2023 10:00,,16-12-2023 10:08,16-12-2023 10:08,"6,38,72,22,222",Other,1.0,SD0062112,,1.0,C00009165,0,360
31988,33362,SUB000479,subapplication,Web Based Application,WBS000015,IM0033660,Closed,4,4,4.0,0.651333642,incident,KM0000453,closed,12.0,3/2/2024 17:14,,7/3/2024 7:48,7/3/2024 7:48,"2,42,58,11,111",Software,1.0,SD0102334,,1.0,C00016295,0,224
32013,20871,SUB000479,subapplication,Web Based Application,WBS000015,IM0021104,Closed,5,5,5.0,0.96249804,incident,KM0000455,closed,0.0,12/12/2023 10:24,,12/12/2023 21:59,12/12/2023 21:59,"7,59,80,55,556",Software,1.0,SD0062131,,1.0,C00009165,0,757
32054,21120,SUB000479,subapplication,Web Based Application,WBS000015,IM0021353,Closed,4,4,4.0,0.280434709,incident,KM0000453,closed,0.0,12/12/2023 15:31,,12/12/2023 22:03,12/12/2023 22:03,"2,46,72,22,222",Software,1.0,SD0062882,,1.0,C00009165,0,364
32062,13411,SUB000479,subapplication,Web Based Application,WBS000015,IM0013606,Closed,5,5,5.0,0.935551613,incident,KM0000454,closed,0.0,14-11-2023 12:06,,19-11-2023 11:25,19-11-2023 11:25,"3,08,03,88,889",Software,1.0,SD0038696,,1.0,C00001012,0,991
32073,13921,SUB000479,subapplication,Web Based Application,WBS000015,IM0014119,Closed,5,5,5.0,0.758358755,incident,KM0000454,closed,0.0,18-11-2023 08:46,,19-11-2023 11:26,19-11-2023 11:26,"3,04,91,66,667",Software,1.0,SD0040461,,1.0,C00001012,0,831
32236,14185,SUB000479,subapplication,Web Based Application,WBS000015,IM0014384,Closed,5,5,5.0,0.259931131,incident,KM0000454,closed,0.0,18-11-2023 12:24,,19-11-2023 11:30,19-11-2023 11:30,"9,59,08,33,333",Software,1.0,SD0041090,,1.0,C00001012,0,442
32242,20804,SUB000479,subapplication,Web Based Application,WBS000015,IM0021037,Closed,NS,3,,0.964092367,incident,KM0000453,closed,0.0,12/12/2023 9:37,,12/12/2023 11:54,12/12/2023 11:54,"2,28,19,44,444",Other,1.0,SD0061979,,1.0,C00007572,0,537
32249,24182,SUB000479,subapplication,Web Based Application,WBS000015,IM0024438,Closed,3,3,3.0,0.870326327,incident,KM0000456,closed,4.0,30-12-2023 11:40,9/1/2024 15:31,20-01-2024 12:06,20-01-2024 12:06,"8,21,34,44,444",Software,2.0,#MULTIVALUE,2.0,9.0,#MULTIVALUE,0,551
32252,20943,SUB000479,subapplication,Web Based Application,WBS000015,IM0021176,Closed,2,2,2.0,0.421889858,incident,KM0000453,closed,2.0,12/12/2023 11:46,,12/12/2023 22:01,12/12/2023 22:01,"4,525",Software,1.0,SD0062287,,1.0,C00009165,0,529
32261,14148,SUB000479,subapplication,Web Based Application,WBS000015,IM0014347,Closed,5,5,5.0,0.295884416,incident,KM0000454,closed,0.0,18-11-2023 13:38,,19-11-2023 11:29,19-11-2023 11:29,"8,34,22,22,222",Software,1.0,SD0041292,,1.0,C00001012,0,308
32262,14247,SUB000479,subapplication,Web Based Application,WBS000015,IM0014448,Closed,5,5,5.0,0.088664709,incident,KM0000454,closed,0.0,18-11-2023 12:17,,19-11-2023 11:32,19-11-2023 11:32,"9,755",Software,1.0,SD0040988,,1.0,C00001012,0,764
32267,14251,SUB000479,subapplication,Web Based Application,WBS000015,IM0014452,Closed,5,5,5.0,0.377183679,incident,KM0000454,closed,0.0,18-11-2023 12:20,,19-11-2023 11:42,19-11-2023 11:42,"9,86,86,11,111",Software,1.0,SD0040996,,1.0,C00001012,0,303
32272,14142,SUB000479,subapplication,Web Based Application,WBS000015,IM0014341,Closed,5,5,5.0,0.579848833,incident,KM0000454,closed,0.0,18-11-2023 12:52,,19-11-2023 11:28,19-11-2023 11:28,"9,10,13,88,889",Software,1.0,SD0040825,,1.0,C00001012,0,1009
32274,14261,SUB000479,subapplication,Web Based Application,WBS000015,IM0014462,Closed,5,5,5.0,0.769306516,incident,KM0000454,closed,0.0,18-11-2023 12:49,,19-11-2023 11:22,19-11-2023 11:23,"9,05,63,88,889",Software,5.0,#MULTIVALUE,,1.0,C00001012,0,1054
32276,4476,SUB000479,subapplication,Web Based Application,WBS000015,IM0004605,Closed,4,4,4.0,0.215146879,incident,KM0000456,closed,1.0,11/10/2023 9:22,,11/10/2023 10:40,11/10/2023 10:40,"1,30,86,11,111",Other,1.0,SD0011129,,1.0,C00000713,0,239
32283,20944,SUB000479,subapplication,Web Based Application,WBS000015,IM0021177,Closed,5,5,5.0,0.267278126,incident,KM0000455,closed,0.0,12/12/2023 12:02,,12/12/2023 22:02,12/12/2023 22:02,"5,96,05,55,556",Software,1.0,SD0062291,,1.0,C00009165,0,717
32324,20993,SUB000479,subapplication,Web Based Application,WBS000015,IM0021226,Closed,5,5,5.0,0.548124148,incident,KM0000455,closed,0.0,12/12/2023 11:43,,12/12/2023 22:00,12/12/2023 22:00,"6,27",Software,1.0,SD0062403,,1.0,C00009165,0,33
32330,4531,SUB000479,subapplication,Web Based Application,WBS000015,IM0004660,Closed,4,4,4.0,0.435185117,incident,KM0000456,closed,1.0,11/10/2023 9:40,,11/10/2023 10:53,11/10/2023 10:53,"1,23,13,88,889",Other,1.0,SD0011172,,1.0,C00000713,0,1014
32333,14238,SUB000479,subapplication,Web Based Application,WBS000015,IM0014439,Closed,4,4,4.0,0.709632246,incident,KM0000453,closed,0.0,18-11-2023 11:55,,19-11-2023 11:31,19-11-2023 11:31,"1,01,00,27,778",Software,1.0,SD0040970,,1.0,C00001012,0,807
32341,14089,SUB000479,subapplication,Web Based Application,WBS000015,IM0014288,Closed,5,5,5.0,0.640247898,incident,KM0000454,closed,0.0,18-11-2023 10:51,,19-11-2023 11:27,19-11-2023 11:27,"1,02,83,33,333",Software,1.0,SD0040752,,1.0,C00001012,0,452
32706,10395,SUB000443,subapplication,Web Based Application,WBS000125,IM0010565,Closed,5,5,5.0,0.329056461,incident,KM0000727,closed,15.0,4/11/2023 13:02,,8/11/2023 15:20,8/11/2023 15:20,"4,30,71,38,889",Other,1.0,SD0029178,,1.0,C00001831,0,1032
32866,44753,WBA000011,application,Web Based Application,WBS000152,IM0045163,Closed,2,2,2.0,0.663361153,incident,KM0000075,closed,0.0,21-03-2024 08:28,,21-03-2024 09:31,21-03-2024 09:31,"1,05,80,55,556",Software,1.0,SD0139522,1.0,1.0,C00017302,0,697
32868,44754,WBA000011,application,Web Based Application,WBS000152,IM0045164,Closed,2,2,2.0,0.740160576,incident,KM0000075,closed,0.0,21-03-2024 08:34,,21-03-2024 09:33,21-03-2024 09:33,"0,98",Software,2.0,#MULTIVALUE,3.0,1.0,C00017302,0,98
32880,19603,WBA000011,application,Web Based Application,WBS000152,IM0019831,Closed,5,5,5.0,0.003944752,incident,KM0000075,closed,0.0,6/12/2023 14:57,,6/12/2023 15:29,6/12/2023 15:30,"0,543888889",Software,1.0,SD0058029,1.0,1.0,C00006448,0,543888889
33195,8418,WBA000011,application,Web Based Application,WBS000152,IM0008580,Closed,5,5,5.0,0.805450678,incident,KM0001178,closed,0.0,28-10-2023 09:42,,28-10-2023 10:54,28-10-2023 10:54,"1,19,36,11,111",Software,1.0,SD0022876,,1.0,C00001807,0,178
33303,602,WBA000011,application,Web Based Application,WBS000152,IM0000691,Closed,5,5,5.0,0.211756099,incident,KM0000079,closed,8.0,24-09-2023 10:51,,25-10-2023 07:00,25-10-2023 07:00,"2,37,49,47,222",Software,1.0,SD0000914,,1.0,C00000589,0,357
33341,20614,WBA000008,application,Web Based Application,WBS000167,IM0020847,Closed,5,5,5.0,0.924614944,incident,KM0000069,closed,4.0,11/12/2023 11:57,,4/3/2024 15:32,4/3/2024 15:32,"3,77,62,66,667",Software,9.0,#MULTIVALUE,,1.0,C00013454,0,875
33386,39643,WBA000008,application,Web Based Application,WBS000167,IM0039976,Closed,5,5,5.0,0.720412113,incident,KM0000069,closed,2.0,27-02-2024 08:19,,4/3/2024 14:13,4/3/2024 14:13,"3,74,01,38,889",Software,1.0,SD0122155,,2.0,#MULTIVALUE,0,1005
33395,8139,WBA000008,application,Web Based Application,WBS000167,IM0008299,Closed,5,5,5.0,0.739526962,incident,KM0000069,closed,4.0,25-10-2023 10:51,,29-10-2023 16:48,29-10-2023 16:49,"2,68,76,94,444",Other,1.0,SD0022005,,1.0,C00004344,0,684
33466,13199,WBA000011,application,Web Based Application,WBS000152,IM0013391,Closed,5,5,5.0,0.871704839,incident,KM0001724,closed,8.0,13-11-2023 15:31,,20-11-2023 16:19,20-11-2023 16:20,"4,89,64,44,444",Software,1.0,SD0037857,,1.0,C00006824,0,645
33503,6354,WBA000011,application,Web Based Application,WBS000152,IM0006502,Closed,5,5,5.0,0.306810203,incident,KM0000075,closed,2.0,18-10-2023 11:10,,11/11/2023 10:43,11/11/2023 10:43,"1,67,22,94,444",Software,1.0,SD0016841,,1.0,C00005369,0,628
33529,4912,WBA000008,application,Web Based Application,WBS000167,IM0005044,Closed,5,5,5.0,0.631183492,incident,KM0000069,closed,0.0,14-10-2023 11:57,,4/11/2023 8:44,4/11/2023 8:44,"2,48,34,72,222",Software,1.0,SD0012565,,2.0,#MULTIVALUE,0,378
33585,46416,WBA000011,application,Web Based Application,WBS000152,IM0046865,Closed,3,1,2.0,0.870739601,incident,KM0000075,closed,2.0,31-03-2024 08:00,,31-03-2024 12:04,31-03-2024 12:05,"4,07",Software,12.0,#MULTIVALUE,12.0,1.0,C00000385,0,11
33590,10175,WBA000011,application,Web Based Application,WBS000152,IM0010345,Closed,5,5,5.0,0.28193526,incident,KM0001724,closed,3.0,4/11/2023 10:12,,11/11/2023 14:19,11/11/2023 14:19,"5,66,15,83,333",Software,1.0,SD0028470,,1.0,C00005050,0,502
33691,8278,WBA000008,application,Web Based Application,WBS000167,IM0008440,Closed,5,5,5.0,0.76208002,incident,KM0000069,closed,2.0,25-10-2023 17:33,,4/11/2023 8:54,4/11/2023 8:54,"1,615",Software,1.0,SD0022529,,1.0,C00004344,0,616
33706,24390,WBA000008,application,Web Based Application,WBS000167,IM0024648,Closed,5,5,5.0,0.675278788,incident,KM0000069,closed,6.0,30-12-2023 16:13,,17-02-2024 09:07,17-02-2024 09:17,"3,13,32,61,111",Software,1.0,SD0073396,,1.0,C00013454,0,220
33724,5374,WBA000008,application,Web Based Application,WBS000167,IM0005513,Closed,5,5,5.0,0.006033221,incident,KM0000072,closed,9.0,15-10-2023 10:12,,28-10-2023 14:03,28-10-2023 14:03,"9,83,46,38,889",Software,13.0,#MULTIVALUE,,1.0,C00004344,0,1065
33732,38729,WBA000008,application,Web Based Application,WBS000167,IM0039053,Closed,5,5,5.0,0.266036098,incident,KM0000069,closed,0.0,24-02-2024 10:37,,28-02-2024 13:39,28-02-2024 13:40,"4,50,53,33,333",Data,1.0,SD0118923,,1.0,C00015776,0,473
33736,42082,WBA000005,application,Web Based Application,WBS000302,IM0042443,Closed,4,4,4.0,0.582006964,incident,KM0000040,closed,2.0,10/3/2024 16:17,,26-03-2024 16:28,26-03-2024 16:28,"10,78,325",Software,1.0,SD0130449,,3.0,#MULTIVALUE,0,413
33738,28198,WBA000003,application,Web Based Application,WBS000005,IM0028473,Closed,3,3,3.0,0.519772285,incident,KM0001100,closed,0.0,15-01-2024 15:08,,15-01-2024 16:59,15-01-2024 17:00,"1,86,02,77,778",Operator error,6.0,#MULTIVALUE,8.0,1.0,C00011406,0,944
33865,18004,SUB000456,subapplication,Web Based Application,WBS000073,IM0018227,Closed,4,4,4.0,0.171208728,incident,KM0001147,closed,2.0,2/12/2023 10:41,,,3/12/2023 9:55,"9,73,41,66,667",Software,1.0,SD0052734,,1.0,C00007098,0,856
33950,11010,SUB000544,subapplication,Web Based Application,WBS000162,IM0011182,Closed,2,2,2.0,0.245485222,incident,KM0000036,closed,0.0,6/11/2023 6:50,,6/11/2023 7:07,6/11/2023 7:07,"0,277777778",User error,1.0,SD0031188,,1.0,C00004549,0,277777778
33984,18013,SUB000456,subapplication,Web Based Application,WBS000073,IM0018237,Closed,4,4,4.0,0.172951805,incident,KM0000741,closed,0.0,2/12/2023 11:18,,,3/12/2023 9:55,"9,11,72,22,222",Software,1.0,SD0052768,,1.0,C00007098,0,336
34015,18123,SUB000456,subapplication,Web Based Application,WBS000073,IM0018347,Closed,4,4,4.0,0.464401388,incident,KM0000741,closed,0.0,2/12/2023 12:43,,,3/12/2023 9:55,"7,70,72,22,222",Software,1.0,SD0052848,,1.0,C00007098,0,393
34016,18124,SUB000456,subapplication,Web Based Application,WBS000073,IM0018348,Closed,4,4,4.0,0.906336103,incident,KM0000741,closed,0.0,2/12/2023 12:48,,,3/12/2023 9:55,"7,62,88,88,889",Software,1.0,SD0052852,,1.0,C00007098,0,1134
34018,18130,SUB000456,subapplication,Web Based Application,WBS000073,IM0018354,Closed,4,4,4.0,0.562118033,incident,KM0000741,closed,0.0,2/12/2023 13:31,,,3/12/2023 9:55,"6,9",Software,1.0,SD0053139,,1.0,C00007098,0,15
34027,18100,SUB000456,subapplication,Web Based Application,WBS000073,IM0018324,Closed,4,4,4.0,0.622424324,incident,KM0000741,closed,0.0,2/12/2023 14:08,,,3/12/2023 9:55,"6,28,91,66,667",Software,1.0,SD0053241,,1.0,C00007098,0,858
34101,18120,SUB000456,subapplication,Web Based Application,WBS000073,IM0018344,Closed,3,3,3.0,0.538969135,incident,KM0000741,closed,0.0,2/12/2023 12:28,,3/12/2023 9:57,3/12/2023 9:57,"7,99,63,88,889",Software,1.0,SD0052842,,1.0,C00007098,0,1146
34160,18087,SUB000456,subapplication,Web Based Application,WBS000073,IM0018311,Closed,4,4,4.0,0.776045727,incident,KM0000741,closed,0.0,2/12/2023 12:46,,,3/12/2023 9:55,"7,65,72,22,222",Software,1.0,SD0052929,,1.0,C00007098,0,388
34162,18088,SUB000456,subapplication,Web Based Application,WBS000073,IM0018312,Closed,4,4,4.0,0.508129097,incident,KM0000741,closed,0.0,2/12/2023 12:51,,,3/12/2023 9:55,"7,57,08,33,333",Software,1.0,SD0052938,,1.0,C00007098,0,438
34177,18227,SUB000456,subapplication,Web Based Application,WBS000073,IM0018451,Closed,NS,3,,0.045372632,incident,KM0002176,closed,0.0,2/12/2023 14:49,,,3/12/2023 9:55,"5,60,58,33,333",Software,1.0,SD0053376,,1.0,C00007098,0,489
34181,18077,SUB000456,subapplication,Web Based Application,WBS000073,IM0018301,Closed,4,4,4.0,0.376729025,incident,KM0002045,closed,0.0,2/12/2023 11:45,,,3/12/2023 9:55,"8,66,61,11,111",Software,1.0,SD0052880,,1.0,C00007098,0,257
34212,18234,SUB000456,subapplication,Web Based Application,WBS000073,IM0018458,Closed,4,4,4.0,0.470026788,incident,KM0000738,closed,0.0,2/12/2023 15:10,,,3/12/2023 9:55,"5,25,80,55,556",Software,1.0,SD0053391,,1.0,C00007098,0,721
34337,19811,SUB000456,subapplication,Web Based Application,WBS000073,IM0020039,Closed,4,4,4.0,0.095883931,incident,KM0000767,closed,6.0,9/12/2023 9:54,,12/12/2023 14:43,12/12/2023 14:44,"3,63,21,66,667",Software,1.0,SD0058572,,1.0,C00009025,0,820
